ID;Description;BeginDate;EndDate;BookingFee;TotalPrice;Currency_code;Status_code;Agency_ID;Customer_ID;createdAt;createdBy;modifiedAt;modifiedBy
3271;Vacation;2023-08-04;2023-08-04;20;3646;EUR;O;070042;0000000390;2023-07-01T13:23:12.000Z;Sommer;2023-07-18T15:20:11.000Z;Weiss
3272;Business Trip to Germany;2023-08-04;2023-08-04;20;3594;EUR;O;070020;0000000430;2023-07-08T14:20:09.000Z;Barth;2023-07-16T02:09:59.000Z;Sessler
3273;Visiting Cindy;2023-08-04;2023-08-04;10;1796;EUR;A;070033;0000000401;2023-07-03T17:33:00.000Z;Zimmermann;2023-07-16T11:33:23.000Z;Lautenbach
3274;Business Trip to Germany;2023-08-04;2023-08-04;10;1808;EUR;O;070019;0000000448;2023-07-09T06:07:34.000Z;Eichbaum;2023-07-16T16:09:10.000Z;Simonen
3275;Business Trip for Christine;2023-08-04;2023-08-04;10;1915;EUR;X;070008;0000000144;2023-07-14T17:49:59.000Z;Leisert;2023-07-17T21:23:44.000Z;Lautenbach
3276;Business Trip for Illya;2023-08-04;2023-08-04;10;1811;EUR;O;070007;0000000438;2023-07-11T08:30:35.000Z;Gueldenpfenn;2023-07-13T16:11:27.000Z;Hunter
3277;Vacation;2023-08-04;2023-08-04;10;1896;EUR;O;070005;0000000394;2023-07-10T15:51:32.000Z;Sudhoff;2023-07-11T16:07:30.000Z;Sommer
3278;Vacation to Germany;2023-08-04;2023-08-04;20;3716;EUR;O;070022;0000000467;2023-07-08T15:33:19.000Z;Hunter;2023-07-17T08:45:27.000Z;Schneider
3279;Business Trip;2023-08-04;2023-08-04;10;1870;EUR;A;070038;0000000531;2023-07-14T05:29:34.000Z;Dumbach;2023-07-29T04:23:00.000Z;Goelke
3280;Vacation;2023-08-04;2023-08-04;10;1869;EUR;X;070005;0000000160;2023-07-01T08:54:05.000Z;Zimmermann;2023-07-02T11:53:41.000Z;D´Oultrement
3281;Business Trip to Germany;2023-08-04;2023-08-04;10;1873;EUR;O;070020;0000000134;2023-07-08T11:31:51.000Z;Hoffen;2023-07-16T04:29:14.000Z;Kramer
3282;Visiting Christine;2023-08-04;2023-08-04;20;3760;EUR;A;070031;0000000539;2023-07-10T12:34:58.000Z;Kirk;2023-07-22T19:54:40.000Z;Pratt
3283;Vacation;2023-08-04;2023-08-04;30;5619;EUR;O;070044;0000000326;2023-07-05T19:39:37.000Z;Domenech;2023-07-23T14:46:01.000Z;Picard
3284;Vacation;2023-08-04;2023-08-04;10;1888;EUR;O;070001;0000000377;2023-07-15T10:13:37.000Z;Pan;2023-07-15T18:28:32.000Z;Matthaeus
3285;Vacation;2023-08-04;2023-08-04;10;1880;EUR;X;070042;0000000081;2023-07-06T18:11:54.000Z;Prinz;2023-07-23T18:36:38.000Z;Prinz
3286;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;10;1893;EUR;A;070029;0000000016;2023-07-08T13:51:27.000Z;Cesari;2023-07-20T10:11:16.000Z;Weiss
3287;Business Trip for Kurt, Lee;2023-08-04;2023-08-04;20;3860;EUR;O;070010;0000000406;2023-07-19T10:38:09.000Z;Heller;2023-07-23T06:07:10.000Z;Matthaeus
3288;Business Trip;2023-08-04;2023-08-04;20;3927;EUR;O;070040;0000000023;2023-07-06T09:36:19.000Z;Sommer;2023-07-22T15:26:35.000Z;Delon
3289;Vacation for Guillermo;2023-08-04;2023-08-04;10;1955;EUR;O;070014;0000000440;2023-07-04T06:18:20.000Z;Fischer;2023-07-09T22:44:08.000Z;Buehler
3290;Vacation for Stephen, Andreas;2023-08-04;2023-08-04;20;3886;EUR;X;070012;0000000474;2023-07-19T11:50:29.000Z;Ryan;2023-07-23T17:02:51.000Z;Kramer
3291;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;10;1920;EUR;A;070027;0000000455;2023-07-21T09:39:08.000Z;Lindwurm;2023-08-01T18:22:47.000Z;Kreiss
3292;Vacation to Germany;2023-08-04;2023-08-04;20;3855;EUR;O;070023;0000000330;2023-07-18T22:16:52.000Z;Schneider;2023-07-27T15:53:19.000Z;Fischer
3293;Vacation;2023-08-04;2023-08-04;10;1983;EUR;O;070003;0000000081;2023-07-13T11:50:11.000Z;Miguel;2023-07-13T13:59:21.000Z;Babilon
3294;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;20;4009;EUR;A;070029;0000000260;2023-07-04T19:39:51.000Z;Sudhoff;2023-07-15T17:47:47.000Z;Picard
3295;Business Trip;2023-08-04;2023-08-04;20;3965;EUR;X;070039;0000000092;2023-07-06T14:23:31.000Z;Babilon;2023-07-22T10:32:25.000Z;Montero
3296;Vacation;2023-08-04;2023-08-04;30;6010;EUR;O;070004;0000000011;2023-07-09T04:35:51.000Z;Picard;2023-07-10T19:49:40.000Z;Dumbach
3297;Vacation;2023-08-04;2023-08-04;10;2001;EUR;O;070005;0000000200;2023-07-05T12:59:56.000Z;Fischmann;2023-07-06T00:46:10.000Z;Illner
3298;Vacation to Germany;2023-08-04;2023-08-04;30;6190;EUR;O;070025;0000000022;2023-07-21T12:51:34.000Z;Mustermann;2023-07-31T22:47:10.000Z;Pratt
3299;Visiting Holm;2023-08-04;2023-08-04;30;6178;EUR;A;070034;0000000354;2023-07-14T18:52:52.000Z;Neubasler;2023-07-27T01:29:37.000Z;Pan
3300;Visiting Christoph;2023-08-04;2023-08-04;20;4106;EUR;X;070033;0000000375;2023-07-20T18:12:34.000Z;Illner;2023-08-02T12:20:00.000Z;Pan
3301;Vacation to Germany;2023-08-04;2023-08-04;10;2130;EUR;O;070023;0000000461;2023-07-06T14:01:39.000Z;D´Oultrement;2023-07-15T08:29:27.000Z;Sessler
3302;Vacation for Anne-Marie, Volker, Kristina;2023-08-04;2023-08-04;30;6144;EUR;O;070012;0000000401;2023-07-15T10:15:54.000Z;Martin;2023-07-19T01:49:42.000Z;Trensch
3303;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;20;4210;EUR;A;070030;0000000052;2023-07-03T01:47:30.000Z;Eichbaum;2023-07-15T16:40:06.000Z;Neubasler
3304;Vacation;2023-08-04;2023-08-04;20;4251;EUR;O;070042;0000000089;2023-07-05T09:39:19.000Z;Weiss;2023-07-22T13:40:22.000Z;Trensch
3305;Business Trip to Germany;2023-08-04;2023-08-04;10;2113;EUR;X;070017;0000000532;2023-07-16T20:28:18.000Z;Prinz;2023-07-22T17:14:33.000Z;Madeira
3306;Vacation;2023-08-04;2023-08-04;30;6358;EUR;O;070049;0000000052;2023-07-15T04:14:27.000Z;Gahl;2023-08-04T12:56:13.000Z;Koller
3307;Vacation for Walter;2023-08-04;2023-08-04;10;2187;EUR;O;070015;0000000133;2023-07-19T02:16:29.000Z;Deichgraeber;2023-07-24T18:12:47.000Z;Hansmann
3308;Vacation;2023-08-04;2023-08-04;30;6539;EUR;O;070043;0000000367;2023-07-08T11:19:07.000Z;Gahl;2023-07-25T12:46:30.000Z;Kramer
3309;Vacation;2023-08-04;2023-08-04;10;2170;EUR;O;070002;0000000427;2023-07-17T12:11:56.000Z;Müller;2023-07-17T21:36:14.000Z;Pratt
3310;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;30;6531;EUR;X;070026;0000000341;2023-07-05T10:18:39.000Z;Sisko;2023-07-15T19:05:10.000Z;Matthaeus
3311;Business Trip to Germany;2023-08-04;2023-08-04;10;2187;EUR;O;070017;0000000426;2023-07-14T00:54:26.000Z;Zimmermann;2023-07-21T11:13:51.000Z;Columbo
3312;Vacation for Friedrich, Sophie;2023-08-04;2023-08-04;20;4539;EUR;O;070014;0000000107;2023-06-30T23:01:34.000Z;Prinz;2023-07-06T17:56:17.000Z;Buchholm
3313;Vacation;2023-08-04;2023-08-04;20;4483;EUR;O;070047;0000000247;2023-07-15T20:02:13.000Z;Cesari;2023-08-03T10:35:22.000Z;Madeira
3314;Business Trip;2023-08-04;2023-08-04;30;6992;EUR;A;070038;0000000406;2023-07-11T21:31:13.000Z;Lindwurm;2023-07-26T18:25:15.000Z;Leisert
3315;Business Trip for Christine, Claire, Theresia;2023-08-04;2023-08-04;30;6940;EUR;X;070010;0000000272;2023-07-02T00:37:27.000Z;Simonen;2023-07-06T06:50:54.000Z;Fischmann
3316;Vacation for Juan, Ruth;2023-08-04;2023-08-04;20;4674;EUR;O;070012;0000000382;2023-07-20T02:54:12.000Z;Becker;2023-07-24T22:15:23.000Z;Benz
3317;Vacation;2023-08-04;2023-08-04;10;2305;EUR;O;070043;0000000094;2023-07-20T16:33:15.000Z;Mechler;2023-08-06T05:46:33.000Z;Gueldenpfenn
3318;Vacation;2023-08-04;2023-08-04;20;4604;EUR;O;070048;0000000042;2023-07-04T02:22:03.000Z;Columbo;2023-07-24T00:53:57.000Z;Benz
3319;Visiting Felix;2023-08-04;2023-08-04;10;2371;EUR;A;070031;0000000453;2023-07-09T13:37:50.000Z;Sudhoff;2023-07-21T17:20:25.000Z;Miguel
3320;Visiting Illya;2023-08-04;2023-08-04;10;2372;EUR;X;070032;0000000227;2023-07-14T03:22:33.000Z;Lindwurm;2023-07-27T18:05:31.000Z;Koslowski
3321;Vacation;2023-08-04;2023-08-04;10;2394;EUR;O;070041;0000000413;2023-07-18T07:48:48.000Z;Rahn;2023-08-04T21:11:08.000Z;Henry
3322;Visiting Simon;2023-08-04;2023-08-04;30;7073;EUR;A;070031;0000000436;2023-07-16T14:40:36.000Z;Simonen;2023-07-28T06:43:31.000Z;Domenech
3323;Business Trip to Germany;2023-08-04;2023-08-04;20;4725;EUR;O;070019;0000000186;2023-07-04T12:49:25.000Z;Deichgraeber;2023-07-11T18:54:15.000Z;Gahl
3324;Business Trip for Holm;2023-08-04;2023-08-04;10;2431;EUR;O;070009;0000000246;2023-07-10T18:00:27.000Z;Illner;2023-07-13T11:32:00.000Z;Lindwurm
3325;Vacation;2023-08-04;2023-08-04;20;4868;EUR;X;070003;0000000029;2023-07-18T00:30:21.000Z;Trensch;2023-07-19T10:05:46.000Z;Fischmann
3326;Vacation;2023-08-04;2023-08-04;10;2456;EUR;O;070005;0000000487;2023-07-14T21:50:18.000Z;Pan;2023-07-15T18:57:39.000Z;Rahn
3327;Vacation;2023-08-04;2023-08-04;30;7354;EUR;O;070047;0000000162;2023-07-11T11:58:41.000Z;Müller;2023-07-30T21:56:18.000Z;Kramer
3328;Vacation for Cindy, Simon;2023-08-04;2023-08-04;20;5100;EUR;O;070013;0000000001;2023-07-09T21:19:37.000Z;Columbo;2023-07-14T00:22:41.000Z;Leisert
3329;Vacation;2023-08-04;2023-08-04;10;2514;EUR;O;070045;0000000001;2023-07-01T02:12:19.000Z;Schneider;2023-07-19T16:46:42.000Z;Barth
3330;Vacation;2023-08-04;2023-08-04;20;5143;EUR;X;070043;0000000199;2023-07-17T11:55:13.000Z;Dumbach;2023-08-04T04:57:52.000Z;Illner
3331;Vacation;2023-08-04;2023-08-04;20;4961;EUR;O;070002;0000000287;2023-07-14T10:20:18.000Z;D´Oultrement;2023-07-14T08:21:51.000Z;Cesari
3332;Vacation;2023-08-04;2023-08-04;10;2519;EUR;O;070046;0000000264;2023-07-14T08:42:33.000Z;Waldmann;2023-08-02T05:41:23.000Z;D´Oultrement
3333;Vacation;2023-08-04;2023-08-04;30;7626;EUR;O;070049;0000000401;2023-07-21T20:35:38.000Z;Lindwurm;2023-08-10T18:48:42.000Z;Sisko
3334;Visiting Jean;2023-08-04;2023-08-04;10;2536;EUR;A;070035;0000000380;2023-07-17T07:33:06.000Z;Fischer;2023-07-31T22:05:20.000Z;Henry
3335;Visiting Salvador;2023-08-04;2023-08-04;30;7827;EUR;X;070034;0000000462;2023-07-17T15:45:15.000Z;Montero;2023-07-31T14:02:34.000Z;Moyano
3336;Business Trip;2023-08-04;2023-08-04;20;5256;EUR;A;070037;0000000262;2023-07-15T13:35:05.000Z;Schneider;2023-07-30T15:39:38.000Z;Miguel
3337;Vacation;2023-08-04;2023-08-04;30;8043;EUR;O;070004;0000000151;2023-07-12T23:42:58.000Z;Leisert;2023-07-14T21:13:35.000Z;Jeremias
3338;Vacation for Amelie;2023-08-04;2023-08-04;10;2663;EUR;O;070012;0000000199;2023-07-14T14:20:50.000Z;Sommer;2023-07-18T15:43:48.000Z;Domenech
3339;Vacation for August, Pierre;2023-08-04;2023-08-04;20;5355;EUR;O;070011;0000000246;2023-07-14T14:50:27.000Z;Gahl;2023-07-18T12:01:26.000Z;Domenech
3340;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;20;5380;EUR;X;070029;0000000493;2023-07-20T01:30:40.000Z;Jacqmain;2023-08-01T08:46:15.000Z;Neubasler
3341;Business Trip for Jean;2023-08-04;2023-08-04;10;2676;EUR;O;070006;0000000246;2023-07-17T15:47:18.000Z;Sessler;2023-07-19T14:42:03.000Z;Sommer
3342;Vacation;2023-08-04;2023-08-04;20;5346;EUR;O;070041;0000000264;2023-07-18T05:54:40.000Z;Legrand;2023-08-04T07:19:20.000Z;Waldmann
3343;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;20;5478;EUR;A;070026;0000000393;2023-07-02T17:17:38.000Z;Hunter;2023-07-12T08:34:50.000Z;Prinz
3344;Vacation to Germany;2023-08-04;2023-08-04;10;2736;EUR;O;070021;0000000019;2023-07-14T04:53:42.000Z;Legrand;2023-07-22T07:16:13.000Z;Koller
3345;Business Trip to Germany;2023-08-04;2023-08-04;20;5622;EUR;X;070019;0000000423;2023-07-07T09:09:29.000Z;Cesari;2023-07-14T10:21:52.000Z;Hunter
3346;Vacation;2023-08-04;2023-08-04;20;5598;EUR;O;070050;0000000112;2023-07-11T05:39:13.000Z;Babilon;2023-07-31T11:56:21.000Z;Mechler
3347;Business Trip;2023-08-04;2023-08-04;20;5624;EUR;A;070036;0000000157;2023-07-01T22:11:01.000Z;Meier;2023-07-15T20:58:50.000Z;Becker
3348;Vacation;2023-08-04;2023-08-04;30;8619;EUR;O;070005;0000000446;2023-07-06T17:29:30.000Z;Koller;2023-07-07T03:49:11.000Z;Ryan
3349;Vacation to Germany;2023-08-04;2023-08-04;20;5747;EUR;O;070024;0000000051;2023-07-12T22:02:36.000Z;Henry;2023-07-21T07:35:52.000Z;Fischer
3350;Business Trip to Germany;2023-08-04;2023-08-04;30;8654;EUR;X;070017;0000000454;2023-07-04T12:38:57.000Z;Gahl;2023-07-10T12:33:42.000Z;Gahl
3351;Vacation for Friedrich, Georg, Jean-Luc;2023-08-04;2023-08-04;30;8575;EUR;O;070012;0000000256;2023-07-02T16:03:01.000Z;Matthaeus;2023-07-06T10:29:29.000Z;Schneider
3352;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;10;2931;EUR;A;070026;0000000127;2023-07-15T10:03:51.000Z;Waldmann;2023-07-25T05:30:08.000Z;Babilon
3353;Vacation;2023-08-04;2023-08-04;10;3020;EUR;O;070043;0000000269;2023-07-21T17:35:38.000Z;Gahl;2023-08-07T12:50:38.000Z;Lautenbach
3354;Vacation;2023-08-04;2023-08-04;30;9036;EUR;O;070004;0000000479;2023-07-05T03:38:49.000Z;Sisko;2023-07-06T20:41:26.000Z;Wohl
3355;Vacation;2023-08-04;2023-08-04;10;2995;EUR;X;070042;0000000403;2023-07-09T07:57:30.000Z;Fischmann;2023-07-26T00:37:17.000Z;Legrand
3356;Business Trip;2023-08-04;2023-08-04;20;5968;EUR;A;070037;0000000487;2023-07-01T22:28:28.000Z;Kreiss;2023-07-16T09:10:36.000Z;Fischer
3357;Business Trip to Germany;2023-08-04;2023-08-04;20;6118;EUR;O;070017;0000000441;2023-07-05T11:29:52.000Z;Columbo;2023-07-12T01:50:31.000Z;Babilon
3358;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;30;9162;EUR;A;070028;0000000093;2023-07-20T00:10:54.000Z;Pratt;2023-07-31T12:45:19.000Z;Fischmann
3359;Vacation;2023-08-04;2023-08-04;30;9341;EUR;O;070004;0000000174;2023-07-17T17:54:21.000Z;Illner;2023-07-18T11:41:09.000Z;Ryan
3360;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;30;9419;EUR;X;070027;0000000158;2023-07-20T07:25:33.000Z;Lautenbach;2023-07-31T17:09:59.000Z;Henry
3361;Vacation to Germany;2023-08-04;2023-08-04;20;6397;EUR;O;070021;0000000022;2023-07-02T17:13:40.000Z;Dumbach;2023-07-10T04:02:23.000Z;Sudhoff
3362;Vacation;2023-08-04;2023-08-04;10;3219;EUR;O;070042;0000000158;2023-07-19T13:52:27.000Z;Benjamin;2023-08-05T13:39:38.000Z;Benjamin
3363;Business Trip to Germany;2023-08-04;2023-08-04;20;6489;EUR;O;070016;0000000031;2023-07-05T13:01:02.000Z;Trensch;2023-07-11T10:20:04.000Z;Weiss
3364;Vacation;2023-08-04;2023-08-04;20;6456;EUR;O;070043;0000000107;2023-07-09T15:28:28.000Z;Picard;2023-07-27T19:54:49.000Z;Schneider
3365;Vacation to Germany;2023-08-04;2023-08-04;20;6510;EUR;X;070023;0000000402;2023-07-04T03:19:12.000Z;Domenech;2023-07-13T14:54:01.000Z;Koslowski
3366;Business Trip;2023-08-04;2023-08-04;20;6477;EUR;O;070040;0000000082;2023-07-10T14:01:20.000Z;Marshall;2023-07-26T07:41:22.000Z;Domenech
3367;Vacation to Germany;2023-08-04;2023-08-04;20;6475;EUR;O;070021;0000000092;2023-07-09T01:19:55.000Z;Henry;2023-07-17T07:30:08.000Z;Neubasler
3368;Business Trip to Germany;2023-08-04;2023-08-04;20;6663;EUR;O;070016;0000000132;2023-07-01T04:57:05.000Z;Goelke;2023-07-07T05:20:02.000Z;Dumbach
3369;Business Trip to Germany;2023-08-04;2023-08-04;10;3275;EUR;O;070018;0000000406;2023-07-05T11:20:23.000Z;Müller;2023-07-12T21:45:59.000Z;Kramer
3370;Vacation to Germany;2023-08-04;2023-08-04;10;3356;EUR;X;070023;0000000470;2023-07-17T07:24:56.000Z;Buehler;2023-07-26T06:37:44.000Z;Henry
3371;Vacation;2023-08-04;2023-08-04;10;3362;EUR;O;070002;0000000330;2023-07-15T19:57:58.000Z;Benz;2023-07-15T02:34:02.000Z;Picard
3372;Business Trip;2023-08-04;2023-08-04;10;3337;EUR;O;070038;0000000125;2023-07-06T01:09:08.000Z;Marshall;2023-07-21T07:36:06.000Z;Neubasler
3373;Vacation;2023-08-04;2023-08-04;10;3337;EUR;O;070004;0000000241;2023-07-17T19:43:45.000Z;Sudhoff;2023-07-18T16:50:28.000Z;Picard
3374;Business Trip for James, Dominik, Lee;2023-08-04;2023-08-04;30;10055;EUR;O;070006;0000000091;2023-07-06T11:09:10.000Z;Schneider;2023-07-08T15:06:42.000Z;Illner
3375;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;30;10270;EUR;X;070028;0000000137;2023-07-14T23:25:34.000Z;Schneider;2023-07-26T15:17:15.000Z;Vrsic
3376;Business Trip for Georg, Lothar, Benjamin;2023-08-04;2023-08-04;30;10442;EUR;O;070006;0000000478;2023-07-19T23:16:19.000Z;Buchholm;2023-07-21T23:31:39.000Z;Jeremias
3377;Business Trip to Germany;2023-08-04;2023-08-04;10;3478;EUR;O;070019;0000000080;2023-07-09T01:47:06.000Z;Legrand;2023-07-16T07:49:04.000Z;Neubasler
3378;Vacation for Fabio;2023-08-04;2023-08-04;10;3474;EUR;O;070014;0000000492;2023-07-16T18:36:32.000Z;Meier;2023-07-21T20:16:40.000Z;Pan
3379;Business Trip for Horst, Andreas;2023-08-04;2023-08-04;20;7063;EUR;O;070009;0000000371;2023-07-04T12:40:52.000Z;Heller;2023-07-07T06:06:25.000Z;Illner
3380;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;30;10659;EUR;X;070027;0000000472;2023-07-12T08:40:47.000Z;Miguel;2023-07-23T13:20:04.000Z;Jacqmain
3381;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;20;7184;EUR;A;070027;0000000402;2023-07-15T18:40:48.000Z;Buehler;2023-07-25T06:17:52.000Z;Deichgraeber
3382;Vacation;2023-08-04;2023-08-04;20;7244;EUR;O;070049;0000000399;2023-07-07T04:23:00.000Z;Detemple;2023-07-27T02:23:21.000Z;Hoffen
3383;Visiting Ida;2023-08-04;2023-08-04;10;3645;EUR;A;070035;0000000469;2023-07-13T11:43:28.000Z;Jacqmain;2023-07-27T08:12:01.000Z;Babilon
3384;Business Trip;2023-08-04;2023-08-04;20;7420;EUR;A;070036;0000000523;2023-07-03T04:55:13.000Z;Pan;2023-07-17T18:49:57.000Z;Koller
3385;Visiting Ruth;2023-08-04;2023-08-04;20;7292;EUR;X;070035;0000000028;2023-07-03T18:11:18.000Z;Becker;2023-07-17T22:30:13.000Z;Prinz
3386;Business Trip to Germany;2023-08-04;2023-08-04;10;3707;EUR;O;070016;0000000272;2023-07-21T05:11:33.000Z;Picard;2023-07-27T19:36:01.000Z;Goelke
3387;Vacation for Georg, James, Theresia;2023-08-04;2023-08-04;30;11173;EUR;O;070015;0000000024;2023-07-09T07:51:22.000Z;Columbo;2023-07-15T01:24:01.000Z;Marshall
3388;Vacation for Mathilde;2023-08-04;2023-08-04;10;3740;EUR;O;070015;0000000439;2023-07-06T00:55:25.000Z;Henry;2023-07-12T07:25:03.000Z;Fischmann
3389;Vacation to Germany;2023-08-04;2023-08-04;20;7571;EUR;O;070025;0000000300;2023-07-01T04:41:15.000Z;Dumbach;2023-07-11T04:22:43.000Z;Hoffen
3390;Vacation;2023-08-04;2023-08-04;10;3777;EUR;X;070043;0000000423;2023-07-01T01:06:37.000Z;Heller;2023-07-18T06:35:40.000Z;Martin
3391;Vacation;2023-08-04;2023-08-04;20;7545;EUR;O;070041;0000000406;2023-07-17T06:55:17.000Z;Becker;2023-08-03T22:24:57.000Z;Heller
3392;Vacation;2023-08-04;2023-08-04;30;11528;EUR;O;070046;0000000367;2023-07-17T22:23:04.000Z;Illner;2023-08-05T12:03:20.000Z;Fischer
3393;Vacation;2023-08-04;2023-08-04;10;3863;EUR;O;070050;0000000251;2023-07-04T16:13:38.000Z;Sudhoff;2023-07-24T16:14:40.000Z;Gueldenpfenn
3394;Visiting Max;2023-08-04;2023-08-04;10;3896;EUR;A;070032;0000000089;2023-07-01T02:55:11.000Z;Kirk;2023-07-14T19:21:59.000Z;Benz
3395;Vacation;2023-08-04;2023-08-04;30;11753;EUR;X;070003;0000000146;2023-07-07T06:48:03.000Z;Hansmann;2023-07-08T03:30:22.000Z;Buehler
3396;Vacation for Peter, Jean-Luc;2023-08-04;2023-08-04;20;7814;EUR;O;070013;0000000424;2023-07-02T05:27:28.000Z;Meier;2023-07-07T20:21:40.000Z;Mechler
3397;Business Trip for Christoph;2023-08-04;2023-08-04;10;3965;EUR;O;070010;0000000132;2023-07-16T13:07:37.000Z;Martin;2023-07-19T01:57:09.000Z;Miguel
3398;Vacation;2023-08-04;2023-08-04;20;7963;EUR;O;070005;0000000399;2023-07-16T12:42:53.000Z;Sudhoff;2023-07-17T16:04:08.000Z;Pratt
3399;Visiting Cindy;2023-08-04;2023-08-04;20;7985;EUR;A;070031;0000000496;2023-07-12T07:06:15.000Z;Gueldenpfenn;2023-07-24T16:55:43.000Z;Legrand
3400;Vacation;2023-08-04;2023-08-04;20;8184;EUR;X;070042;0000000168;2023-07-04T20:08:37.000Z;Eichbaum;2023-07-21T16:39:26.000Z;Meier
3401;Vacation to Germany;2023-08-04;2023-08-04;30;12269;EUR;O;070023;0000000264;2023-07-13T15:37:02.000Z;Barth;2023-07-22T02:41:35.000Z;Schneider
3402;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;30;12470;EUR;A;070030;0000000096;2023-07-17T15:47:07.000Z;Kreiss;2023-07-29T09:02:15.000Z;Sommer
3403;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;10;4200;EUR;A;070030;0000000003;2023-07-09T04:26:19.000Z;Zimmermann;2023-07-21T11:59:21.000Z;Koller
3404;Vacation;2023-08-04;2023-08-04;20;8440;EUR;O;070048;0000000041;2023-07-03T12:02:19.000Z;Kramer;2023-07-22T11:20:57.000Z;Pratt
3405;Business Trip to Germany;2023-08-04;2023-08-04;10;4200;EUR;X;070019;0000000039;2023-07-05T06:34:53.000Z;Picard;2023-07-12T19:13:50.000Z;Heller
3406;Vacation;2023-08-04;2023-08-04;20;8409;EUR;O;070004;0000000154;2023-07-04T16:15:31.000Z;Moyano;2023-07-05T15:36:34.000Z;Gueldenpfenn
3407;Vacation for Chantal, August;2023-08-04;2023-08-04;20;8633;EUR;O;070011;0000000022;2023-07-19T04:03:18.000Z;Deichgraeber;2023-07-23T18:39:53.000Z;Hoffen
3408;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;30;12822;EUR;A;070030;0000000307;2023-07-05T21:05:55.000Z;Kramer;2023-07-17T11:56:35.000Z;Müller
3409;Vacation to Germany;2023-08-04;2023-08-04;10;4327;EUR;O;070022;0000000214;2023-07-04T14:39:53.000Z;Müller;2023-07-13T21:20:07.000Z;Domenech
3410;Vacation for Peter, Salvador, James;2023-08-04;2023-08-04;30;13015;EUR;X;070015;0000000133;2023-06-30T23:31:06.000Z;Fischmann;2023-07-06T00:30:31.000Z;Buchholm
3411;Vacation to Germany;2023-08-04;2023-08-04;10;4400;EUR;O;070025;0000000451;2023-07-04T06:46:59.000Z;Illner;2023-07-14T11:22:46.000Z;Heller
3412;Vacation;2023-08-04;2023-08-04;10;4390;EUR;O;070042;0000000539;2023-07-16T07:38:51.000Z;Mechler;2023-08-02T05:16:13.000Z;Legrand
3413;Business Trip;2023-08-04;2023-08-04;30;13198;EUR;A;070036;0000000391;2023-07-14T11:19:12.000Z;Matthaeus;2023-07-28T10:55:26.000Z;Illner
3414;Business Trip for Andreas, Roland;2023-08-04;2023-08-04;20;9107;EUR;O;070010;0000000011;2023-07-07T16:47:06.000Z;Sommer;2023-07-11T15:48:51.000Z;Eichbaum
3415;Business Trip for Georg, Illya;2023-08-04;2023-08-04;20;9059;EUR;X;070008;0000000028;2023-07-12T17:09:04.000Z;Koller;2023-07-15T03:07:43.000Z;Ryan
3416;Vacation to Germany;2023-08-04;2023-08-04;10;4598;EUR;O;070023;0000000106;2023-07-18T02:41:35.000Z;Miguel;2023-07-27T13:24:08.000Z;Benz
3417;Vacation;2023-08-04;2023-08-04;10;4590;EUR;O;070005;0000000132;2023-07-09T17:40:42.000Z;Simonen;2023-07-11T06:39:49.000Z;Prinz
3418;Business Trip to Germany;2023-08-04;2023-08-04;20;9179;EUR;O;070020;0000000052;2023-07-05T04:07:45.000Z;Sisko;2023-07-13T20:00:27.000Z;Koller
3419;Sightseeing in Frankfurt/Main;2023-08-04;2023-08-04;10;4614;EUR;A;070028;0000000175;2023-07-07T21:50:18.000Z;Barth;2023-07-18T02:45:54.000Z;Leisert
3420;Vacation;2023-08-04;2023-08-04;20;9295;EUR;X;070042;0000000166;2023-07-20T20:56:36.000Z;Martin;2023-08-06T01:44:07.000Z;Madeira
3421;Vacation to Germany;2023-08-04;2023-08-04;20;9277;EUR;O;070025;0000000536;2023-07-06T14:13:24.000Z;Mustermann;2023-07-16T22:55:48.000Z;Sessler
3422;Visiting Ulla;2023-08-04;2023-08-04;30;13899;EUR;A;070034;0000000155;2023-07-02T23:47:05.000Z;Benz;2023-07-17T02:30:47.000Z;Buchholm
3423;Business Trip to Germany;2023-08-04;2023-08-04;20;9552;EUR;O;070016;0000000081;2023-07-06T15:37:08.000Z;Benz;2023-07-12T02:31:55.000Z;Moyano
3424;Vacation for Salvador;2023-08-04;2023-08-04;10;4790;EUR;O;070011;0000000355;2023-07-05T21:43:51.000Z;Benz;2023-07-09T02:33:34.000Z;Müller
